Symbol,Short Window,Long Window,Accuracy
VOX,63,119,0.6521109770808202
EMB,7,81,0.6520695860827834
IEF,109,114,0.6520506108202443
BLV,3,97,0.6520376175548589
VYM,22,59,0.651872399445215
IEF,97,138,0.6518324607329843
VMBS,20,56,0.651791988756149
VGIT,122,125,0.651791988756149
BLV,71,140,0.6517526360786549
BNDX,8,75,0.6517083120856706
BNDX,6,99,0.6517083120856706
BNDX,58,108,0.6517083120856706
EMB,14,97,0.6514697060587883
EMB,20,108,0.6514697060587883
BLV,72,119,0.6514676546024508
BLV,79,126,0.6514676546024508
VMBS,23,53,0.651440618411806
VGIT,45,134,0.651440618411806
VFH,72,73,0.6514378478664193
IEF,97,137,0.6513961605584643
VDC,20,26,0.6512059369202227
BLV,44,90,0.6511826731262468
BND,10,34,0.6511826731262468
LQD,24,38,0.6511780104712042
EMB,106,133,0.6511697660467907
EMB,30,100,0.6511697660467907
VNQ,38,48,0.651145958986731
VCLT,74,140,0.6510892480674632
VGIT,124,125,0.6510892480674632
BLV,28,71,0.6508976916500427
BSV,31,39,0.6508976916500427
VCLT,53,128,0.6507378777231202
VCLT,38,82,0.6507378777231202
VCIT,31,41,0.6507378777231202
VTEB,70,129,0.6507142857142857
VTEB,108,129,0.6507142857142857
VTEB,96,137,0.6507142857142857
BLV,127,136,0.6506127101738387
EMB,20,104,0.6505698860227954
VCLT,21,108,0.6503865073787772
VCLT,42,99,0.6503865073787772
VCLT,25,93,0.6503865073787772
VCLT,11,133,0.6503865073787772
VCLT,35,136,0.6503865073787772
VCLT,33,137,0.6503865073787772
VCLT,7,77,0.6503865073787772
BLV,69,115,0.6503277286976347
VFH,56,63,0.650278293135436
EMB,116,140,0.6502699460107978
EMB,87,139,0.6502699460107978
VYM,31,65,0.6502080443828017
IEF,103,129,0.650087260034904
VDC,19,24,0.6500463821892394
BLV,31,69,0.6500427472214306
BLV,64,112,0.6500427472214306
BIV,33,47,0.6500427472214306
BLV,79,133,0.6500427472214306
VTEB,64,137,0.65
VTEB,43,71,0.65
VTEB,47,65,0.65
VOX,52,120,0.6499396863691195
BLV,75,116,0.6497577657452266
BLV,77,118,0.6497577657452266
BLV,84,135,0.6497577657452266
VNQ,26,47,0.6496984318455971
VCIT,41,60,0.6496837666900913
VGIT,94,108,0.6496837666900913
VCIT,32,48,0.6496837666900913
IEF,103,135,0.6496509598603839
BLV,69,114,0.6494727842690226
BLV,72,115,0.6494727842690226
BLV,82,137,0.6491878027928185
VBR,49,54,0.6491187384044527
VCLT,122,140,0.6489810260014055
VCSH,8,18,0.6489810260014055
VCLT,15,114,0.6489810260014055
VGIT,61,128,0.6489810260014055
VCLT,50,122,0.6489810260014055
BLV,126,134,0.6489028213166145
BLV,92,109,0.6489028213166145
EMB,8,87,0.6487702459508098
BNDX,54,108,0.6486486486486487
VCLT,66,122,0.6486296556570625
VCLT,33,99,0.6486296556570625
BLV,89,134,0.6486178398404103
VTEB,107,128,0.6485714285714286
VTEB,96,135,0.6485714285714286
VTEB,83,115,0.6485714285714286
EMB,74,123,0.6484703059388123
EMB,17,85,0.6484703059388123
EMB,86,137,0.6484703059388123
LQD,21,39,0.6483420593368238
SHY,35,37,0.6483420593368238
IEF,81,127,0.6483420593368238
BLV,79,120,0.6483328583642063
VIG,26,33,0.6483311081441923
VDE,26,93,0.6480096501809409
EMB,99,132,0.647870425914817
VTEB,109,128,0.6478571428571429
BLV,129,133,0.6477628954117982
BNDX,88,93,0.647628760836308
BNDX,38,104,0.647628760836308
VGIT,115,119,0.6475755446240338
VMBS,8,37,0.6475755446240338
VGIT,88,107,0.6475755446240338
BLV,94,139,0.6474779139355942
BLV,84,125,0.6474779139355942
BLV,109,112,0.6474779139355942
IEF,76,123,0.6474694589877836
VCLT,108,140,0.6472241742796908
VCLT,51,92,0.6472241742796908
BLV,94,137,0.6471929324593901
BLV,84,128,0.6471929324593901
VTEB,91,135,0.6471428571428571
BNDX,49,110,0.6471188169301377
BNDX,11,69,0.6471188169301377
VOX,60,131,0.6470446320868516
EMB,86,136,0.6469706058788243
BLV,50,86,0.6469079509831861
BLV,90,109,0.6469079509831861
VCLT,65,118,0.6468728039353479
VCLT,45,132,0.6468728039353479
VGIT,49,127,0.6468728039353479
BLV,67,105,0.6466229695069821
VYM,29,62,0.6466019417475728
VCLT,124,138,0.6465214335910049
VTEB,85,117,0.6464285714285715
EMB,40,103,0.646370725854829
EMB,88,135,0.646370725854829
BIV,19,47,0.646337988030778
BLV,67,104,0.646337988030778
BLV,100,136,0.646337988030778
VOX,97,135,0.6463208685162847
VCLT,48,129,0.6461700632466619
VCLT,38,121,0.6461700632466619
BNDX,21,125,0.6460989291177971
BLV,87,125,0.646053006554574
VYM,15,52,0.6460471567267684
VCR,15,22,0.6458719851576994
VCLT,59,109,0.6458186929023191
VCLT,122,136,0.6458186929023191
VCLT,128,133,0.6458186929023191
EMB,75,139,0.6457708458308339
EMB,67,120,0.6457708458308339
EMB,67,119,0.6457708458308339
VYM,61,78,0.6457697642163661
VTEB,107,126,0.6457142857142857
BNDX,83,95,0.6455889852116268
BLV,91,131,0.6454830436021659
VCLT,72,106,0.6454673225579761
VCLT,111,135,0.6454673225579761
VCLT,73,118,0.6454673225579761
BLV,69,83,0.6451980621259618
EMB,40,105,0.6451709658068386
BNDX,57,102,0.6450790413054563
IEF,101,107,0.6450698080279232
VTEB,79,127,0.645
VTEB,111,125,0.645
BLV,102,121,0.6449130806497577
BND,7,32,0.6449130806497577
BLV,8,57,0.6449130806497577
VDE,9,110,0.6448733413751507
VDE,39,104,0.6448733413751507
IEF,53,121,0.6448516579406631
VCLT,40,118,0.6447645818692902
VGIT,36,138,0.6447645818692902
VGIT,113,115,0.6447645818692902
VCLT,118,131,0.6447645818692902
VYM,41,50,0.6446601941747573
IEF,96,123,0.6446335078534031
VNQ,7,66,0.6446320868516284
BLV,125,126,0.6446280991735537
EMB,65,118,0.6445710857828434
VB,17,37,0.6444805194805194
IEF,94,118,0.6444153577661431
VCIT,5,31,0.6444132115249473
VGSH,39,52,0.6444132115249473
VCLT,120,131,0.6444132115249473
VCLT,66,99,0.6444132115249473
VDE,7,87,0.6443908323281061
VDE,11,120,0.6443908323281061
VTEB,82,134,0.6442857142857142
VTEB,36,69,0.6442857142857142
EMB,93,131,0.6442711457708459
IEF,106,108,0.6441972076788831
VCLT,34,116,0.6440618411806044
VCIT,23,36,0.6440618411806044
VCIT,27,34,0.6440618411806044
VFH,53,58,0.6440166975881262
IEF,94,104,0.643979057591623
IEF,90,107,0.643979057591623
IEF,49,124,0.643979057591623
EMB,57,138,0.6439712057588483
VOX,112,136,0.6439083232810615
VDE,30,93,0.6439083232810615
BLV,122,137,0.6437731547449416
VCLT,116,129,0.6437104708362614
VNQ,39,44,0.6436670687575392
VTEB,43,82,0.6435714285714286
VTEB,72,106,0.6435714285714286
BNDX,53,82,0.6435492095869454
BLV,50,84,0.6434881732687375
VGIT,47,125,0.6433591004919185
VCLT,122,131,0.6433591004919185
VCLT,114,125,0.6433591004919185
VCLT,114,128,0.6433591004919185
VFH,46,59,0.6433209647495362
BLV,122,132,0.6432031917925335
VOX,91,130,0.6431845597104946
VCLT,87,136,0.6430077301475755
HYG,6,21,0.6429182103163295
BLV,105,138,0.6429182103163295
VCLT,77,124,0.6426563598032327
VCLT,75,122,0.6426563598032327
VGIT,110,113,0.6426563598032327
VCLT,117,129,0.6426563598032327
EMB,110,130,0.6424715056988602
VDE,4,88,0.6424607961399276
BLV,98,125,0.6423482473639214
VCLT,113,125,0.6423049894588897
VDE,35,115,0.6422195416164053
EMB,91,130,0.6421715656868626
VYM,44,67,0.6421636615811374
VFH,10,43,0.6421614100185529
VTEB,53,74,0.6421428571428571
BLV,112,128,0.6420632658877173
BNDX,47,96,0.6420193778684344
BNDX,31,70,0.6420193778684344
IEF,91,124,0.6420157068062827
VGIT,88,103,0.6419536191145467
VCLT,120,125,0.6419536191145467
EMB,88,131,0.641871625674865
BLV,58,81,0.6417782844115133
BLV,78,95,0.6417782844115133
VOX,101,129,0.6417370325693607
VCLT,119,126,0.6416022487702038
VCLT,100,137,0.6416022487702038
BLV,78,102,0.6414933029353092
IEF,73,114,0.6413612565445026
VCLT,84,118,0.6412508784258608
VCLT,120,123,0.6412508784258608
BLV,90,120,0.6412083214591051
BLV,23,61,0.6412083214591051
IEF,28,131,0.6411431064572426
IEF,41,123,0.6411431064572426
VDE,11,117,0.6410132689987937
BNDX,60,98,0.6409994900560938
IEF,82,122,0.6409249563699826
BLV,107,120,0.6409233399829011
BLV,89,120,0.6409233399829011
VCLT,28,63,0.640899508081518
VCLT,111,129,0.640899508081518
VCLT,49,77,0.640899508081518
IEF,66,118,0.6407068062827225
BLV,80,110,0.640638358506697
VCLT,128,130,0.640548137737175
BLV,115,127,0.640353377030493
VNQ,11,58,0.6402895054282268
IEF,91,118,0.6402705061082025
IEF,90,112,0.6400523560209425
VTEB,40,62,0.64
BNDX,83,92,0.6399796022437532
BNDX,75,77,0.6399796022437532
VCLT,125,128,0.6398453970484891
VDE,16,112,0.6398069963811821
BLV,24,60,0.6397834140780849
EMB,92,121,0.6397720455908819
VCLT,121,122,0.6394940267041461
EMB,68,111,0.6394721055788842
BNDX,79,84,0.6394696583375828
VTEB,98,125,0.6392857142857142
VTEB,85,127,0.6392857142857142
BLV,112,137,0.6392134511256768
EMB,92,120,0.6391721655668866
VAW,34,43,0.6391465677179963
VGIT,75,113,0.6391426563598033
VCLT,107,128,0.6391426563598033
VNQ,54,57,0.6390832328106152
BNDX,4,67,0.6389597144314125
VPU,20,25,0.6389146567717996
VFH,54,57,0.6389146567717996
EMB,88,120,0.638872225554889
EMB,49,104,0.638872225554889
VCLT,106,110,0.6387912860154603
VCLT,43,69,0.6387912860154603
VCLT,62,94,0.6387912860154603
BLV,67,94,0.6386434881732688
EMB,68,110,0.6385722855428915
VTEB,64,99,0.6385714285714286
IEF,22,139,0.6385253054101222
VGIT,49,121,0.6384399156711174
VCLT,125,126,0.6384399156711174
BLV,94,123,0.6383585066970647
BLV,62,65,0.6383585066970647
BLV,73,106,0.6380735252208607
VOX,105,139,0.6378769601930037
BLV,91,124,0.6377885437446565
VCLT,74,92,0.6377371749824314
VIG,8,21,0.6376502002670227
VNQ,62,63,0.6376357056694814
BLV,50,66,0.6375035622684525
BNDX,73,91,0.6374298827129016
VCLT,108,116,0.6373858046380886
VCLT,83,90,0.6373858046380886
EMB,107,123,0.637372525494901
BLV,72,80,0.6372185807922485
VOX,102,136,0.6371531966224366
VTEB,57,72,0.6371428571428571
VCLT,104,113,0.6370344342937456
BNDX,60,84,0.6369199388067313
VDE,11,81,0.6369119420989143
VAW,25,39,0.6368274582560297
IEF,18,124,0.6367801047120419
EMB,125,134,0.6367726454709058
EMB,125,134,0.6367726454709058
VCLT,101,106,0.6366830639494027
VCLT,49,73,0.6366830639494027
VIS,7,23,0.636670687575392
VOX,79,125,0.636670687575392
AGG,33,35,0.6364877161055505
EMB,106,123,0.6364727054589082
EMB,73,102,0.6364727054589082
BNDX,48,77,0.6364099949005609
BNDX,17,60,0.6364099949005609
VCLT,71,97,0.6363316936050597
VCLT,77,97,0.6363316936050597
EMB,126,130,0.6361727654469106
EMB,73,104,0.6361727654469106
VIG,11,25,0.6360480640854472
VBR,42,45,0.635899814471243
VTEB,55,65,0.6357142857142857
VOX,126,140,0.6357056694813028
VOX,127,128,0.6357056694813028
VAW,8,28,0.6356679035250464
IEF,20,120,0.6354712041884817
VDE,46,95,0.6352231604342582
IEF,74,109,0.6350349040139616
VTEB,102,122,0.635
VCLT,98,103,0.634926212227688
EMB,125,131,0.6346730653869226
EMB,124,131,0.6346730653869226
EMB,30,84,0.6346730653869226
IEF,69,111,0.6345986038394416
VNQ,45,48,0.6344993968636912
BNDX,71,82,0.6343702192758797
BNDX,45,71,0.6343702192758797
BNDX,16,59,0.6343702192758797
VTEB,88,91,0.6342857142857142
VTEB,57,66,0.6342857142857142
EMB,96,110,0.6340731853629274
VFH,31,44,0.6340445269016698
IEF,4,137,0.6339441535776614
VGIT,86,96,0.6338721011946592
BNDX,31,66,0.6338602753697093
BNDX,14,56,0.6338602753697093
BSV,17,30,0.6337988030777999
EMB,117,129,0.6337732453509298
EMB,120,128,0.6337732453509298
IEF,81,109,0.6337260034904014
IEF,85,99,0.6337260034904014
VCLT,92,108,0.6335207308503162
VGIT,62,110,0.6335207308503162
EMB,57,104,0.6334733053389322
EMB,121,122,0.6334733053389322
BNDX,21,53,0.633350331463539
VAW,34,40,0.6333487940630798
VDE,77,140,0.6332931242460796
EMB,118,128,0.6331733653269346
EMB,74,101,0.6331733653269346
VCLT,79,92,0.6331693605059733
VOX,74,136,0.6330518697225573
VOX,124,129,0.6330518697225573
VOX,78,134,0.6330518697225573
VTEB,65,96,0.6328571428571429
IEF,4,134,0.6328534031413613
VGIT,80,97,0.6328179901616303
VOX,105,133,0.632810615199035
HYG,14,26,0.6326588771729837
IEF,70,110,0.6326352530541012
IEF,80,107,0.6326352530541012
EMB,121,130,0.6325734853029394
VCLT,60,88,0.6324666198172875
VCLT,103,114,0.6324666198172875
VCLT,90,104,0.6324666198172875
IEF,74,108,0.6324171029668412
VOX,109,129,0.6323281061519903
VOX,113,135,0.6323281061519903
EMB,90,107,0.6322735452909418
EMB,113,121,0.6322735452909418
EMB,93,113,0.6322735452909418
EMB,88,108,0.6322735452909418
VTEB,90,120,0.6321428571428571
BLV,54,59,0.6320889142205757
VBR,51,52,0.6319573283858998
VOX,64,124,0.6318455971049457
VOX,9,71,0.6318455971049457
VCLT,91,96,0.6317638791286015
VCLT,85,98,0.6317638791286015
VCLT,86,100,0.6317638791286015
EMB,111,113,0.6316736652669466
VOX,121,126,0.6316043425814234
VOX,120,134,0.6316043425814234
VDE,73,138,0.6316043425814234
VOX,121,131,0.6316043425814234
VGIT,49,116,0.6314125087842586
VCLT,61,89,0.6314125087842586
VOX,113,119,0.6313630880579011
BNDX,68,76,0.6313105558388578
VAW,13,30,0.6312615955473099
BLV,32,50,0.6312339697919636
VDE,77,135,0.6311218335343788
VOX,120,128,0.6308805790108565
VOX,67,106,0.6308805790108565
EMB,76,84,0.6307738452309538
VTEB,23,52,0.6307142857142857
VGIT,74,107,0.6307097680955728
EMB,117,118,0.6304739052189562
VCLT,26,46,0.6303583977512298
VCLT,90,100,0.6303583977512298
EMB,100,107,0.6301739652069586
HYG,17,27,0.6300940438871473
VOX,116,131,0.6299155609167671
VOX,126,139,0.6299155609167671
LQD,26,33,0.6295811518324608
VTV,3,10,0.6294063079777366
IEF,54,111,0.6293630017452007
VGIT,83,96,0.6293042867182009
VTEB,53,85,0.6292857142857143
EMB,66,95,0.6292741451709658
VOX,118,126,0.6291917973462002
IEF,87,92,0.6291448516579407
VCLT,20,53,0.6289529163738581
VAW,29,36,0.6287105751391465
VOX,114,119,0.6287092882991556
VIS,29,35,0.6287092882991556
VOX,110,132,0.6287092882991556
EMB,95,106,0.6286742651469706
VTEB,81,83,0.6285714285714286
VTEB,69,77,0.6285714285714286
VAW,18,32,0.62847866419295
VGIT,71,106,0.6282501756851722
VGIT,33,125,0.6282501756851722
VIS,32,37,0.628226779252111
VOX,124,138,0.6279855247285887
VCLT,7,48,0.6278988053408292
VTEB,71,97,0.6278571428571429
VTEB,22,49,0.6278571428571429
IEF,50,108,0.6278359511343804
EMB,82,84,0.6277744451109778
VDE,70,136,0.6277442702050663
IEF,83,92,0.6276178010471204
VGIT,78,102,0.6275474349964862
EMB,97,100,0.6274745050989802
IEF,75,105,0.6273996509598604
BNDX,5,40,0.6272310045894951
VTEB,89,113,0.6271428571428571
EMB,50,98,0.626874625074985
VOX,114,118,0.6267792521109771
EMB,71,96,0.6265746850629874
IEF,48,103,0.6265270506108203
IEF,82,90,0.6263089005235603
VDE,64,135,0.6262967430639325
EMB,20,66,0.6262747450509898
VCLT,75,82,0.6261419536191145
BLV,6,42,0.6261043032202906
IEF,70,107,0.6260907504363001
VYM,58,65,0.6260748959778086
VOX,78,113,0.6260554885404102
EMB,28,75,0.6259748050389922
EMB,73,89,0.6259748050389922
IEF,75,104,0.6258726003490401
IEF,34,97,0.6258726003490401
VTEB,54,90,0.6257142857142857
VTEB,84,97,0.6257142857142857
IEF,87,90,0.6256544502617801
VOX,117,121,0.6255729794933655
VOX,118,133,0.6255729794933655
VOX,115,124,0.6253317249698432
VOX,112,130,0.6250904704463208
EMB,29,73,0.6250749850029994
VTEB,94,96,0.625
VFH,6,97,0.625
VGIT,89,92,0.6247364722417428
VCLT,4,46,0.6247364722417428
BLV,30,43,0.6246793958392705
VOX,84,112,0.6246079613992762
EMB,63,67,0.6244751049790042
VCLT,30,50,0.6243851018973998
VIS,4,14,0.6243667068757539
EMB,34,78,0.6241751649670066
VB,22,26,0.6238404452690167
BLV,4,43,0.6238244514106583
BNDX,31,52,0.6236613972463029
VDE,51,98,0.623642943305187
VDE,88,134,0.623642943305187
VYM,20,39,0.6235783633841886
EMB,56,96,0.6235752849430114
VTEB,91,106,0.6235714285714286
VOX,85,120,0.6234016887816647
VIS,13,36,0.6234016887816647
VDE,23,67,0.6234016887816647
VCLT,61,65,0.623330990864371
VNQ,21,33,0.6231604342581424
IEF,91,92,0.6230366492146597
EMB,56,95,0.6229754049190162
EMB,44,80,0.6229754049190162
VOX,84,123,0.6226779252110977
EMB,39,47,0.6226754649070186
BNDX,34,59,0.6226415094339622
VGIT,51,97,0.6226282501756851
VDE,87,134,0.6224366706875754
VDE,90,138,0.6224366706875754
VDE,84,131,0.6224366706875754
IEF,12,105,0.6223821989528796
EMB,14,52,0.622375524895021
VGSH,28,42,0.6222768798313423
VDE,60,132,0.622195416164053
VDE,61,132,0.622195416164053
VDE,64,128,0.622195416164053
VDE,101,125,0.622195416164053
IEF,73,99,0.6221640488656196
BNDX,32,59,0.6221315655277919
VDE,104,127,0.6219541616405307
VDE,30,67,0.6219541616405307
VCLT,76,78,0.6219255094869993
VGIT,42,107,0.6219255094869993
VGIT,48,103,0.6219255094869993
VDE,74,128,0.6217129071170084
VDE,92,135,0.6217129071170084
EMB,13,25,0.6214757048590281
EMB,50,95,0.6214757048590281
IEF,73,101,0.6212914485165794
VDE,93,123,0.6212303980699638
VGIT,92,94,0.6212227687983134
VGIT,20,140,0.6212227687983134
EMB,51,93,0.620875824835033
VOX,39,79,0.6207478890229192
VOX,67,94,0.6207478890229192
VTEB,91,92,0.6207142857142857
VOX,84,102,0.6205066344993969
VOX,107,113,0.6205066344993969
VDE,101,123,0.6202653799758745
BNDX,64,68,0.6200917899031106
VDE,9,64,0.6200241254523522
VTEB,100,116,0.62
EMB,52,81,0.6199760047990401
EMB,51,80,0.6199760047990401
VDE,17,55,0.6197828709288299
IEF,72,96,0.6197643979057592
EMB,54,89,0.6196760647870426
EMB,53,90,0.619376124775045
EMB,55,88,0.619376124775045
VTEB,106,112,0.6192857142857143
VCLT,38,51,0.6191145467322557
VGIT,92,93,0.6191145467322557
VGIT,43,86,0.6191145467322557
VGIT,40,103,0.6191145467322557
IEF,20,91,0.6191099476439791
VOX,91,106,0.619059107358263
VDE,91,114,0.619059107358263
VHT,6,11,0.6189703153988868
VOX,7,40,0.6188178528347407
VBR,33,34,0.6187384044526901
VTEB,95,115,0.6185714285714285
VFH,10,83,0.6185064935064936
EMB,42,50,0.6184763047390522
VDE,59,127,0.6183353437876961
VOX,40,79,0.6183353437876961
VOX,92,119,0.6180940892641738
VOX,102,106,0.6178528347406513
VNQ,4,31,0.6178528347406513
VDE,31,62,0.6178528347406513
IEF,85,86,0.6178010471204188
VOX,103,105,0.617611580217129
LQD,3,21,0.6175828970331588
TLT,14,134,0.6173647469458988
VTV,8,11,0.6173469387755102
EMB,65,82,0.6172765446910617
VGIT,18,136,0.6170063246661982
VGIT,27,107,0.6170063246661982
VDE,95,116,0.6168878166465621
EMB,32,64,0.6166766646670666
BND,20,26,0.6164149330293531
EMB,56,72,0.616376724655069
EMB,31,37,0.616376724655069
VIS,8,16,0.6161640530759952
EMB,46,60,0.6160767846430714
IEF,36,91,0.6160558464223386
BNDX,37,52,0.6160122386537481
VGIT,84,87,0.6159522136331693
VCLT,27,37,0.6159522136331693
VCLT,32,38,0.6156008432888265
VDE,92,119,0.6154402895054282
SHY,13,18,0.6154013961605584
VOX,4,27,0.6151990349819059
VTEB,101,106,0.615
BNDX,34,47,0.6149923508414075
IEF,74,82,0.6149650959860384
VDE,68,123,0.6149577804583836
VOX,100,104,0.6149577804583836
VGSH,18,38,0.6148981026001406
VGIT,16,134,0.6148981026001406
EMB,57,72,0.614877024595081
VFH,6,75,0.6147959183673469
VBR,26,28,0.6147959183673469
VNQ,19,27,0.6147165259348613
VGSH,4,38,0.6145467322557976
VDE,49,125,0.614475271411339
IEF,68,85,0.6143106457242583
VDE,99,108,0.6139927623642943
VDE,43,75,0.6139927623642943
IEF,26,77,0.6138743455497382
IEF,45,78,0.6138743455497382
VDE,28,53,0.613751507840772
VFH,9,75,0.6136363636363636
VTEB,98,108,0.6135714285714285
VTEB,105,107,0.6135714285714285
VGSH,14,39,0.6134926212227688
EMB,29,53,0.613377324535093
VDE,103,139,0.6132689987937274
IEF,46,76,0.6132198952879581
VCLT,13,35,0.6131412508784259
IEF,54,74,0.6130017452006981
VGIT,3,105,0.6127898805340829
VGIT,3,107,0.6127898805340829
VNQ,15,29,0.6127864897466827
VDE,101,136,0.6127864897466827
VFH,3,77,0.612708719851577
IEF,4,86,0.612565445026178
IEF,74,79,0.612565445026178
VOX,84,98,0.6123039806996381
VDE,53,118,0.6118214716525935
IEF,26,68,0.6116928446771379
VYM,27,31,0.611373092926491
VDE,102,134,0.6113389626055489
VDE,109,140,0.6110977080820266
VDE,26,53,0.6110977080820266
TLT,14,129,0.6110383944153578
BNDX,15,32,0.6109127995920449
VDE,122,133,0.6108564535585043
VDE,73,91,0.6108564535585043
VGIT,38,79,0.6106816584680252
VB,10,19,0.6101576994434137
VGIT,13,128,0.6099789177793394
VDE,77,108,0.6098914354644149
EMB,31,32,0.6097780443911218
IEF,6,72,0.6097294938917975
VGIT,5,102,0.6096275474349965
VDE,92,103,0.6094089264173703
VDE,62,89,0.609167671893848
VHT,9,11,0.6089981447124304
VDE,122,131,0.6089264173703257
VIS,16,25,0.6089264173703257
VMBS,4,19,0.6089248067463107
VYM,33,43,0.608876560332871
VB,6,16,0.6087662337662337
VOX,74,92,0.6086851628468034
VOX,86,91,0.6086851628468034
VOX,78,91,0.6086851628468034
IEF,49,63,0.6086387434554974
VOX,90,102,0.6084439083232811
IEF,63,68,0.6084205933682374
VGIT,3,114,0.6082220660576247
VOX,84,104,0.6079613992762364
VGIT,41,78,0.6078706957132818
VDE,103,108,0.6074788902291918
TLT,39,131,0.6071116928446771
VOX,93,109,0.6065138721351025
TLT,19,126,0.606457242582897
TLT,48,140,0.606239092495637
VOX,73,83,0.6060313630880579
VFH,111,112,0.6059833024118738
VDE,128,135,0.6057901085645356
TLT,34,127,0.6055846422338569
EMB,23,24,0.6055788842231554
AGG,17,18,0.6055505004549591
VDE,85,116,0.6053075995174909
BNDX,15,30,0.6053034166241713
VOX,66,78,0.6048250904704463
VGIT,65,94,0.6047083626141954
VOX,7,21,0.604583835946924
TLT,112,136,0.6044938917975567
VGIT,16,95,0.6043569922698524
VDE,128,138,0.6043425814234017
BLV,23,33,0.604160729552579
VDE,118,130,0.6041013268998794
TLT,82,138,0.6040575916230366
TLT,82,137,0.6040575916230366
VDE,127,130,0.6038600723763571
TLT,71,119,0.6038394415357766
VGIT,65,78,0.6036542515811666
VOX,16,43,0.6036188178528348
VDE,95,99,0.6033775633293125
VDE,125,132,0.6033775633293125
BLV,18,33,0.6033057851239669
TLT,51,132,0.6031849912739965
TLT,55,98,0.6031849912739965
TLT,108,138,0.6031849912739965
VOX,69,74,0.6031363088057901
TLT,45,112,0.6029668411867365
VOX,15,25,0.6026537997587454
VDE,67,82,0.6026537997587454
TLT,72,131,0.6023123909249564
BNDX,16,26,0.6022437531871494
BNDX,27,31,0.6022437531871494
TLT,89,137,0.6018760907504364
TLT,66,97,0.6018760907504364
TLT,61,117,0.6018760907504364
IEF,40,54,0.6016579406631762
VGIT,62,80,0.6015460295151089
VDE,18,40,0.6014475271411339
TLT,63,127,0.6014397905759162
TLT,38,106,0.6014397905759162
TLT,100,133,0.6012216404886562
TLT,79,128,0.6012216404886562
VOX,28,58,0.6012062726176116
TLT,67,112,0.6010034904013961
VDE,87,94,0.6009650180940893
VOX,23,46,0.6009650180940893
VDE,129,131,0.6009650180940893
VDE,38,57,0.6009650180940893
VGIT,58,74,0.600843288826423
TLT,45,104,0.6007853403141361
VNQ,18,22,0.6007237635705669
TLT,52,99,0.6005671902268761
TLT,121,134,0.6003490401396161
TLT,74,140,0.6003490401396161
TLT,56,123,0.6003490401396161
TLT,124,135,0.600130890052356
VGT,9,10,0.5999536178107606
VOX,23,43,0.5997587454764777
VDE,79,83,0.5997587454764777
TLT,70,109,0.599694589877836
TLT,63,130,0.599694589877836
VDE,33,50,0.5995174909529554
TLT,118,132,0.599476439790576
VTEB,4,6,0.5992857142857143
TLT,114,130,0.5992582897033158
TLT,96,132,0.5992582897033158
TLT,41,113,0.5992582897033158
TLT,90,132,0.5992582897033158
TLT,91,135,0.5992582897033158
VGSH,18,31,0.5990864371047083
TLT,81,124,0.5990401396160558
VOX,63,71,0.5990349819059108
VFH,22,50,0.599025974025974
TLT,127,135,0.5988219895287958
TLT,123,127,0.5988219895287958
TLT,88,133,0.5988219895287958
VGLT,29,139,0.5984391628236964
TLT,121,123,0.5983856893542757
TLT,28,96,0.5983856893542757
TLT,116,129,0.5981675392670157
TLT,127,134,0.5981675392670157
VGIT,35,69,0.5980323260716796
TLT,111,129,0.5979493891797557
IEF,5,52,0.5979493891797557
TLT,117,130,0.5979493891797557
VWO,8,130,0.5978180014877262
TLT,122,127,0.5977312390924956
IEF,6,42,0.5975130890052356
VAW,11,18,0.5974025974025974
VGSH,8,33,0.5973295853829936
TLT,104,127,0.5968586387434555
TLT,40,98,0.5962041884816754
TLT,61,87,0.5962041884816754
TLT,38,98,0.5962041884816754
TLT,46,86,0.5962041884816754
TLT,114,121,0.5959860383944153
TLT,102,127,0.5959860383944153
TLT,58,92,0.5959860383944153
TLT,5,111,0.5957678883071553
VDE,96,98,0.5956574185765983
VGIT,6,78,0.5955727336612789
IEF,7,38,0.5953315881326352
VGIT,16,77,0.5952213633169361
TLT,81,103,0.5951134380453752
IEF,13,47,0.5948952879581152
TLT,78,109,0.5946771378708552
IEF,13,49,0.5946771378708552
TLT,24,93,0.5944589877835951
TLT,115,123,0.5944589877835951
VDE,59,80,0.5944511459589867
TLT,40,92,0.5942408376963351
TLT,111,119,0.5940226876090751
TLT,99,122,0.5940226876090751
TLT,96,105,0.5938045375218151
VDE,64,69,0.5937273823884198
VWO,4,119,0.5936027770890157
TLT,50,82,0.5935863874345549
TLT,41,76,0.5933682373472949
VGIT,4,68,0.5931131412508784
BNDX,8,15,0.5930647628760837
TLT,89,114,0.5929319371727748
VGIT,48,69,0.5927617709065355
TLT,96,108,0.5927137870855148
TLT,95,122,0.5927137870855148
TLT,105,114,0.5922774869109948
TLT,53,87,0.5920593368237347
VGLT,6,135,0.5920539198297269
VOX,30,54,0.5917973462002413
TLT,96,100,0.5916230366492147
TLT,100,112,0.5916230366492147
TLT,38,81,0.5907504363001745
VGIT,25,61,0.5906535488404778
VWO,12,128,0.5906273245722787
VNQ,19,21,0.5903498190591073
VDE,39,43,0.5903498190591073
VOX,17,22,0.590108564535585
VMBS,7,11,0.589950808151792
VWO,74,133,0.5898834614430944
VWO,65,130,0.5896355070666998
VWO,71,135,0.5896355070666998
VGIT,67,69,0.5895994378074491
